name|time|category|group|subgroup|ingredients|products
agricultural-science-pack-recycling|0.25|recycling|other|other|[{"type":"item","name":"agricultural-science-pack","amount":1}]|[{"type":"item","name":"agricultural-science-pack","amount":1}]
ice-platform-recycling|1.875|recycling|other|other|[{"type":"item","name":"ice-platform","amount":1}]|[{"type":"item","name":"ice","amount":12}]
ice-recycling|0.0625|recycling|other|other|[{"type":"item","name":"ice","amount":1}]|[{"type":"item","name":"ice","amount":1}]
cryogenic-science-pack-recycling|1.25|recycling|other|other|[{"type":"item","name":"cryogenic-science-pack","amount":1}]|[{"type":"item","name":"cryogenic-science-pack","amount":1}]
promethium-science-pack-recycling|0.3125|recycling|other|other|[{"type":"item","name":"promethium-science-pack","amount":1}]|[{"type":"item","name":"promethium-science-pack","amount":1}]
simple-entity-with-force-recycling|0.0625|recycling|other|other|[{"type":"item","name":"simple-entity-with-force","amount":1}]|[{"type":"item","name":"simple-entity-with-force","amount":1}]
simple-entity-with-owner-recycling|0.0625|recycling|other|other|[{"type":"item","name":"simple-entity-with-owner","amount":1}]|[{"type":"item","name":"simple-entity-with-owner","amount":1}]
burner-generator-recycling|0.0625|recycling|other|other|[{"type":"item","name":"burner-generator","amount":1}]|[{"type":"item","name":"burner-generator","amount":1}]
coin-recycling|0.0625|recycling|other|other|[{"type":"item","name":"coin","amount":1}]|[{"type":"item","name":"coin","amount":1}]
artillery-wagon-cannon-recycling|0.0625|recycling|other|other|[{"type":"item","name":"artillery-wagon-cannon","amount":1}]|[{"type":"item","name":"artillery-wagon-cannon","amount":1}]
captive-biter-spawner-recycling|0.625|recycling|other|other|[{"type":"item","name":"captive-biter-spawner","amount":1}]|[{"type":"item","name":"captive-biter-spawner","amount":1}]
empty-module-slot-recycling|0.0625|recycling|other|other|[{"type":"item","name":"empty-module-slot","amount":1}]|[{"type":"item","name":"empty-module-slot","amount":1}]
spidertron-rocket-launcher-1-recycling|0.0625|recycling|other|other|[{"type":"item","name":"spidertron-rocket-launcher-1","amount":1}]|[{"type":"item","name":"spidertron-rocket-launcher-1","amount":1}]
spidertron-rocket-launcher-2-recycling|0.0625|recycling|other|other|[{"type":"item","name":"spidertron-rocket-launcher-2","amount":1}]|[{"type":"item","name":"spidertron-rocket-launcher-2","amount":1}]
spidertron-rocket-launcher-3-recycling|0.0625|recycling|other|other|[{"type":"item","name":"spidertron-rocket-launcher-3","amount":1}]|[{"type":"item","name":"spidertron-rocket-launcher-3","amount":1}]
spidertron-rocket-launcher-4-recycling|0.0625|recycling|other|other|[{"type":"item","name":"spidertron-rocket-launcher-4","amount":1}]|[{"type":"item","name":"spidertron-rocket-launcher-4","amount":1}]
tank-cannon-recycling|0.0625|recycling|other|other|[{"type":"item","name":"tank-cannon","amount":1}]|[{"type":"item","name":"tank-cannon","amount":1}]
biolab-recycling|0.625|recycling|other|other|[{"type":"item","name":"biolab","amount":1}]|[{"type":"item","name":"biolab","amount":1}]
science-recycling|0.0625|recycling|other|other|[{"type":"item","name":"science","amount":1}]|[{"type":"item","name":"science","amount":1}]
